dialogue,label
"야 지금 어디쯤이야
나 거리에서 이제 막 걸어가고 있어
그래 나도 밖에 나왔어 바람이 꽤 불더라
그러게 요즘 날씨가 오락가락해 음 설계 변경 얘기 좀 하자
응 좋아 그런 부분에서 조금 문제가 생겼다면서
맞아 우리가 지난번에 이야기한 대로 창문 크기를 좀 줄여야 할 것 같아
음 그러니까 저번에 비해 빛이 너무 많이 들어온다고 했었지
응 맞아 그리고 채광량 조절을 위해 덧창도 고려해보자고
알겠어 그럼 이 부분은 다음주 미팅 때까지 자료 좀 더 준비해볼게
그러자 그거랑 주변 환경에 대한 소리 차단 효과도 좀 더 신경 써야 할 것 같아
좋아 그러면 이번 주말쯤 만나서 다시 정리하자
오케이 주말에 날씨도 좋으면 야외에서 얘기해보자
그래 그럼 연락할게",0
"어 안녕
어 그래 잘 지냈어
이번 프로젝트 설계 변경 건으로 좀 얘기할 게 있는데
아 그거 말이야 나도 좀 고민했어
우리 이번에 창문 배치 좀 바꾸는 게 좋을 것 같아
음 창문 위치 말이야
그치 빛이 잘 들어오게 하려면 그게 나을 것 같기도 해
맞아 맞아 그리고 구조물 강도도 고려해야 하니까
응 그 부분도 생각해 봐야겠네
그러면 우리가 다음 미팅에서 그 부분 좀 더 디테일하게 다루자
그래 좋네 다른 의견 있으면 미리 메일로 보내
알겠어 그럼 그렇게 하고
곧 보자",0
"어 지금 밖인데
바람 좀 부네
그래도 날씨 좋아
음 자료 준비는 다 했어
어 거의 다 했어
근데 발표 순서 정하는 게 좀 걸리더라고
어 그게 좀 그렇지
우리 발표 시작 부분은 누구 할까
음 나는 중간에 하려고 했었는데
그럼 시작은 내가 해볼까
좋아 그리고 자료도 좀 더 추가해야 할 것 같아
어떤 부분 추가할까
시장 분석 부분 조금 더 자세히 넣으면 좋을 것 같아
오 그거 좋네
그리고 그래프도 하나 더 추가하는 게 어때
그래 그럼 내가 그래프 준비할게
그럼 일정은 다 괜찮은 거지
어 이번 주말까지는 다 끝낼 수 있을 것 같아
오케이 그럼 주말에 다시 정리해서 보자
그래 그럼 나중에 연락할게",0
"어 거기 시끄럽네
어 카페인데 사람들이 꽤 많아
아 그렇구나 발표 자료 잘 준비됐어
응 거의 다 됐어 근데 이 부분 좀 더 손봐야 할 것 같아
거기 설명이랑 이미지 정리해야겠다
맞아 그럼 나는 발표 연습을 조금 더 할게
좋아 그럼 나중에 서로 체크해보자
그래 오후에 한 번 다 같이 모이자
오케이 그럼 시간 맞춰서 준비할게
응 고생 많아 카페에서 하는 것도 힘들겠네
그러게 하지만 분위기 전환은 돼
하하 맞아 그럼 나중에 봐
응 연락해",0
"야 어제 그 프로그램 봤어
어 당연히 봤지 너무 재밌었어
그치 나도 진짜 웃겼어 특히 그 요리 대결에서
맞아 그거 보는데 배꼽 빠질 뻔했어
하하 나도 같이 요리하고 싶더라
다음 주에도 보자
응 그때 만나서 같이 보면 더 재밌겠다
그래서 너는 누가 제일 웃겼어
음 나 그 배우 있잖아 그 사람이 웃길 줄이야
맞아 나도 깜짝 놀랐어
그럼 다음 주에 또 봐
오케이 그럼 대박 웃긴 장면 또 기대하자
응 나중에 연락할게
그래 연락해",0
"야 뭐하고 있어
어 나 카페인데 여기 좀 시끄러워
아 그래 아까 방송 촬영 본 거 얘기할래
오 그거 완전 재밌었잖아
맞아 맞아 특히 그 장면에서 빵 터졌어 하하
어 그 배우 진짜 연기 잘하더라
맞아 진짜 디테일이 장난 아니었지
그치 그리고 그 반전 장면 대박
나도 딱 그 생각했어 크크
다음 주에 또 한다고 했던데 같이 볼래
당연히지 그때 완전 기대할게
그래 그러면 다음 주에 카페 가서 같이 보기로 하자
오케이 그럼 연락해
응 나중에 봐",0
"야 드라마 그거 시즌 끝났던데
어 그러니까 대박이야
결말 어떻게 생각해
음 나 솔직히 마지막에 깜짝 놀랐어
응 그치 나도 그 장면에서 오오 했어
그리고 그 주인공 진짜 너무 멋있지 않아
맞아 완전 매력 터졌어
근데 다음 시즌 어떻게 될까
음 나는 말이야 새로운 캐릭터 좀 나올 것 같아
그러게 그럴듯해
이제 어떻게 기다려 이거
그러게 말이야 진짜 빨리 나왔으면 좋겠다
맞아 맞아 기대된다 진짜
다음 시즌까지 기다리면서 뭐 볼까
음 나 그때 추천 받았던 영화 괜찮다던데 같이 볼래
어 좋아 그럼 주말에 보자
오케이 그러자 그럼
나중에 또 얘기해
응 연락할게",0
"야 어제 그거 봤어
어 그 드라마
맞아 시즌 마지막 진짜 대박이었지
그러니까 말이야 나 완전 소름 돋았어
바람도 불고 밖에 나와 있는데 더 소름이 돋네
하하 그러게 밖에서 지금 얘기하니까 좀 더 실감 나
그래 그 마지막 장면에서 주인공이
진짜 예상 밖이었어 난 전혀 몰랐거든
완전 반전이었지
그래서 다음 시즌 어떻게 될 것 같아
음 내가 생각하기엔 이제 그 친구가 복수를 시작할 것 같아
맞아 그리고 새로운 캐릭터도 등장할 것 같아 안 그래
아 그럴 수도 있겠다 그럼 진짜 재밌어지겠네
하하 그러게 기대된다 진짜
그럼 다음 시즌 나올 때까지 뭐 볼까
그 전에 영화 한 편 정도 더 보면 좋겠다
오 괜찮은 생각이야 그러면 영화 리스트 좀 보자
알았어 주말에 만나서 얘기해보자
그래 그렇게 하자 그럼 이따가 봐
응 나중에 봐",0
"안녕하세요 잘 지내셨어요
네 덕분에 잘 지내고 있어요 하하 그런데 지금 조금 시끄럽네요 카페에 있어서
아 그러세요 음 잘 들려요 그럼 다행이고요 이번 촬영 일정 때문에 연락드렸어요
아 네네 저도 그거 기다리고 있었어요
다음 주 금요일에 시작할 예정이라 배우님 스케줄이 가능한지 확인하고 싶어요
음 그날은 다른 일정이 없는 걸로 알고 있어요 근데 토요일에 다른 촬영이 예정되어 있어서 금요일 촬영이 길어지진 않겠죠
네 그렇죠 그 부분은 조정할 수 있도록 할게요
좋아요 그리고 장소가 바뀐다고 들었는데 어디로 변경됐나요
이번에 스튜디오가 바뀌어서 도심 쪽으로 옮겼어요 위치는 문자로 자세히 드릴게요
아 그래요 알겠습니다 문자 기다릴게요
감사합니다 그럼 금요일에 뵙겠습니다
네 연락 주셔서 감사해요 그때 뵈요
조심히 가세요",0
"안녕하세요 지금 통화 괜찮으세요
네 지금 밖에 나와 있는데 들리시죠
네 잘 들립니다 배우님 다음 주 촬영 일정이 어떻게 되시나요
음 다음 주에는 월요일부터 수요일까지 오전 촬영이고 목요일에 하루 쉬는 걸로 알고 있어요
그럼 금요일에는 오후 촬영으로 예정되어 있는 건가요
네 맞아요 금요일에는 오후부터 시작해서 밤까지 이어질 것 같아요
알겠습니다 그날은 중요한 씬이 있어서 준비 잘 해주시면 좋겠습니다
네 알겠습니다 이따가 촬영장에서 뵙겠습니다
네 날씨 좋으니까 편하게 오세요 감사합니다
감사합니다 조심히 들어가세요",0
"야 뭐해
어 지금 카페에 있어 시끄럽지
어 좀 그렇네 음 주말에 어디 갈까
음 그러게 어디가 좋을까 하하
그 카페 새로 생겼다는 데 어때
아 거기 좋지 분위기도 좋고
날씨도 좋다던데 혹시 바깥 자리로 할까
그럼 괜찮으면 그걸로 정하자
시간은 언제로 할까
오후 한 시에 볼래
오 그럼 딱 좋다
그럼 주말에 보자
그래 알았어 연락할게",0
"어 지금 버스 타고 가
오 그래 나도 지금 지하철 탔어
우리 이번 주말에 어디 갈까
음 생각해봤는데 조용한 데 가고 싶더라
맞아 요즘 시끄러워서 조용한 곳이 좋겠다
어 그럼 카페에서 점심 먹고 영화 볼래
오 괜찮다 시간 몇 시쯤이 좋아
점심 먹으려면 12시쯤 어떨까
좋아 그럼 12시에 거기서 보는 걸로
알았어 더 이야기할 건 없어
응 나중에 또 연락해
그래 잘가",0
"지금 잠깐 통화 가능해
어 그래 지금 조용히 해야 돼서 목소리 낮출게
우리 팀원 평가 얘기 좀 해야 하는데 시간이 좀 걸릴 것 같아
응 나도 잠깐만 말할게
음 그 사람 근무 태도는 어때
나는 말이야 조금 더 적극적이면 좋겠다는 생각이 들어
진짜 나는 비슷하게 생각했어
협업할 때도 가끔 적극적으로 나서줬으면 좋겠지
맞아 그런 점에서 약간 아쉬워
그래도 뭔가 맡기면 잘 하긴 하잖아
어 그렇긴 해 그래서 지켜보고 더 지지해주려고
좋아 좋은 방향인 것 같아
고마워
그럼 또 얘기하자
응 알았어 나중에 봐",0
"야 지금 잠깐 통화 가능해
어 가능해 근데 여기 좀 시끄럽다
어쩔 수 없지 뭐 나도 지금 카페라서 좀 시끄러워
그냥 짧게 얘기하자 내가 요새 같이 일하는 사람들 평가서를 작성해야 해서
아 그거 나도 해야 하는데 어떻게 평가해
음 나는 일단 업무 능력은 무난하다고 생각해 성실하게 하던데
맞아 그 부분은 나도 동의 업무 처리도 깔끔하고
협업 태도는 어때 그런 부분도 중요하잖아
그러게 같이 일할 때 특별한 문제는 없었어 오히려 도와주려고 노력하더라고
맞아 맞아 나도 그런 느낌 받았어
그럼 대충 이런 식으로 적으면 되겠다
그래 그러면 될 것 같아
그럼 난 이제 조용한 데로 가봐야겠다
나도 그럼 이따가 보자
오케이 들어가",0
"야 지금 밖에 있어
어 나도 바람 쐬러 나왔어
너 게임 그거 좀 더 잘하고 싶다고 했잖아
맞아 그래서 방법 좀 알려줄래
음 일단 주말마다 조금씩 꾸준히 하는 게 좋아
그러게 나도 시간 나는 대로 하려고
그리고 새로운 캐릭터도 써보면 좋을 것 같아
아 맞아 그거 생각 못 했어
하하 가끔 다른 캐릭터로 해보니까 더 재밌더라고
오 그럼 나도 이번 주말에 한번 시도해봐야겠다
그래 그리고 레벨업할 때는 미션도 놓치지 말고
맞아 그거 하다 보면 나도 모르게 많이 늘더라
그럼 또 궁금한 거 있으면 물어봐
오케이 고마워 도움 많이 됐어
별말을 다 하네 그럼 나중에 봐
응 나중에 보자",0
"야 뭐해
그냥 좀 쉬고 있었어 너는
나도 쉬는 중에 너랑 게임 얘기 좀 하려고
오 좋아 게임 스킬 좀 늘리고 싶었어
음 그러면 말이야 요즘 어떤 게임 주로 해
롤 많이 하지 너도 알지
맞아 롤은 뭐랄까 전략이 중요하잖아
그렇지 그래서 내가 좀 팁을 줄게
어떤건데
우선 챔피언을 잘 파악해야 해 그리고 라인전 할 때 침착하게
그거 쉽지 않던데
하하 그러니까 연습이 필요하지
음 알았어 연습 좀 해볼게
그래 그리고 너만의 플레이 스타일 찾는 것도 중요해
오 그거 괜찮은데
나도 그렇게 하면서 많이 늘었어
오케이 나도 그렇게 해볼게
좋아 그럼 다음에 같이 한번 해보자
그래 나중에 보자",0
"어 지금 바람 부는데 괜찮아
어 괜찮아 잘 들려
자재 발주 얘기하려고 전화했어
아 맞아 그거 지금 시급하지
철근이랑 시멘트 먼저 발주 해야 되지 않을까
그러게 우리 현장에서 빨리 필요하거든
음 날짜는 언제로 잡을까
가능한 한 이번 주 내로 맞춰야 할 것 같아
음 그럼 오늘 오후에 발주서 작성해서 너한테 보낼게
오케이 그럼 난 내일 아침에 승인된 걸로 처리할게
근데 수량은 지난번처럼 그대로 할까
조금 더 늘리는 게 좋을 것 같아 프로젝트가 확장돼서
알겠어 그럼 그렇게 반영할게
잘 처리해줘서 고마워
별말을 다하네 그럼 연락할게",0
"어 거기 있어
어 나 지금 버스 타고 가고 있어
아 그래 나도 지금 걷고 있어서
이번에 자재 발주해야 하는데
이번 주에 좀 부족하다고 하더라
음 그럼 어디서 주문할까
저번에 했던 데 괜찮지 않았어
맞아 거기 좋았지
그러면 이번 주 금요일까지 보내는 걸로 할까
안 그래도 그쪽 일정 맞출 수 있는지 알아볼게
그럼 연후에 바로 작업 시작 가능하겠다
맞아 그럼 정말 좋겠네
오케이 그럼 연락 드릴게
응 나중에 이야기하자
알겠어 조심히 가
알았어 나중에 봐",0
"야 지금 괜찮아
어 잠깐만 카페가 좀 시끄러운데 뭐라고
일단 너 코드 봤어
오 보긴 했는데 좀 수정할 부분이 있더라구
그러게 나도 그 부분이 좀 걸렸어
특히 그 함수 쪽 말이야 너무 복잡하지 않아
맞아 나도 그 생각했어 좀 더 간단하게 할 수 있을 것 같아
그치 내가 거기 좀 손봐볼게
그럼 고마워 시간 되면 같이 만나서 디버깅 할까
그래 좋지 근데 여긴 너무 시끄러워서 나중에 메시지로 정리해
알았어 그럼 나중에 보자",0
"어 내가 지금 버스 타고 가는 중인데 괜찮지
응 괜찮아 나도 지금 지하철에서 통화하는 중이야
우리 코드 리뷰 좀 진행할까
좋아 지난번에 그 로그인 기능 봤는데 좀 개선할 부분이 있더라고
어디 부분 말해봐
버튼 클릭할 때 반응이 좀 느린 것 같아서 최적화가 필요할 것 같아
그거 이벤트 리스너 때문에 그런 것 같은데
맞아 그 부분 리팩토링하면 될 것 같아
그리고 또 다른 부분은 없을까
음 데이터베이스 쪽에서 퀴리 최적화도 좀 필요할 것 같아
아 그건 내가 좀 더 살펴볼게
좋아 그럼 나중에 팀 미팅 때 더 이야기하자
응 그렇게 하자 그럼 버스에서 내리면 연락할게
알았어 나중에 봐",0
"야 너 요즘 그 드라마 봤어
어 봤어 진짜 요즘 핫하잖아
거기 출연진 연기력 대박인 것 같지 않아
그러게 나도 매 회 감탄해 그냥
특히 그 주인공 있잖아 진짜 캐릭터 매력이 넘치더라 하하
맞아맞아 그리고 거기 나오는 다른 배우도 연기가 정말 현실적이야
나도 동감 완전 몰입하게 되잖아
아 맞다 지금 카페라 좀 시끄러운데 잘 들려
어 너도 그랬구나 하긴 여기 사람 엄청 많아
그래도 목소리 잘 들려 괜찮아
다행이다 너 말한 드라마 다음 화도 기대돼
응 완전 기대돼 계속 봐야지 그럼
그래 나중에 또 얘기하자",0
"야 저번에 봤던 드라마 말이야
어 그거 되게 재밌더라
맞아 나도 거기 캐릭터들 연기 실력에 깜짝 놀랐어
특히 그 주인공 있잖아 연기 진짜 대박
그러게 그 사람 연기가 이번엔 완전 물올랐더라
나도 동감 오랜만에 그렇게 몰입된 거 같아
그치 그리고 조연들도 무지 잘하던데
맞아 진짜 캐릭터들 하나하나 살아있는 느낌
우리 언제 같이 모여서 정주행 한번 할까
어 나도 그거 생각하고 있었어 조용히 해야 돼 동네 도서관에서 모여볼래
좋지 조용한 데서 보면 더 집중도 잘 될 것 같아
그러면 그때 스낵 같은 것도 좀 챙겨가자
그래 좋아 그럼 날짜랑 시간은 다음에 잡자
응 알았어 연락 할게
오케이 나중에 봐",0
"야 최근에 넷플릭스에서 본 드라마 좀 얘기해볼까
어 그거 나도 봤는데 진짜 좋더라 하하
주인공이 되게 복잡 미묘한 심리를 가지고 있던데
맞아 그게 캐릭터의 매력을 더하는 것 같아
특히 그 친구와의 관계가 정말 흥미로웠어
아주 미묘한 긴장감이 느껴졌지
드라마 내내 감정선이 정말 좋아서 몰입했어
그러게 나도 캐릭터들 사이의 관계 분석하는 거 재밌더라
갑자기 내가 영화 평론가라도 된 느낌이었어 하하
맞아 그런 깊이 있는 드라마가 요즘엔 더 땡기더라
다음에 또 재밌는 거 있으면 같이 보자
좋아 그럼 그때 알려줘",0
"야 뭐해
지금 버스 타고 가는데 너는
나도 지금 이동 중이야 지하철
드라마 다 봤어 그거
어 진짜 대박이지 그 캐릭터 생각보다 복잡하더라
맞아 그런 면모가 있어서 흥미로웠어
그니까 말이야 주인공이랑 그 친구 관계도 몰입되던데
응 맞아 그런 갈등이 다이나믹하게 그려졌어
그러게 그래서 다음 시즌 너무 기대돼
나도 근데 그 캐릭터 심리적으로 좀 이해가 가던데
맞아 나도 그래서 더 집중해서 봤던 것 같아
어 다음에 만날 때 또 얘기하자 출입구 근처라 끊어야 될 듯
그래 알겠어 나중에 봐
응 안녕",0
"여보세요
안녕하세요 지금 통화 괜찮으세요
네 괜찮습니다 지금 카페에 있어서 좀 시끄러워도 양해 부탁드려요
아 네 괜찮습니다 다름이 아니라 다음 주 촬영 일정 확인하려고요
아 네 다음 주 수요일로 예정되어 있습니다 장소는 여의도 공원이고 오전 10시에 시작할 예정이에요
수요일이라 알겠습니다 혹시 준비물 관련해서 추가로 필요한 것이 있는지요
지금 기본 장비는 다 준비되어 있고 추가적으로 필요하면 내일까지 연락드릴게요
네 알겠습니다 촬영 날 만날 때까지 일정 변경 없으면 좋겠네요
맞아요 이번에 날씨가 좋길 바래야겠어요 소음이 심해서 길게 못하겠네요
네 알겠습니다 그럼 연락 주시면 준비 마치겠습니다
감사합니다 곧 뵙겠습니다",0
"안녕하세요 지금 바람이 좀 불어서 잘 들리시나요
네 잘 들려요 혹시 다음 주 촬영 일정 조율 가능할까요
음 그게 말이죠 일정 변경이 좀 있어서 조정이 필요할 것 같아요
알겠어요 그럼 촬영 장소는 어디로 정해진 건가요
이번에는 공원에서 진행하려고요 야외라서 분위기가 좋을 것 같아요
오 좋네요 날씨도 좋은데 그럼 시간이랑 장소 다시 알려주세요
다음 주 월요일 오전 10시에 공원 입구에서 시작할 예정이에요
좋습니다 배우들에게도 그 일정 알려드릴게요
감사합니다 그럼 준비 잘 해주시고 다음 주에 봬요
네 알겠습니다 그럼 연락 주시면 감사하겠습니다
좋은 하루 보내세요
네 감사합니다",0
"야 뭐해
나 지금 카페야 여기 시끄럽네
거기 시끄럽구나
응 여기 음 잘 안 들려
요즘 팬들한테 연락 많이 와
응 맞아 그래서 좀 조심스럽지
어떻게 메시지 공유할지 고민이네
암호 같은 것도 써볼까
그것도 좋고 비밀 앱 같은 거 알아볼까 싶어
아 그거 괜찮다
응 더 안전하게 해야 할 것 같아
그래서 조심해야지
나중에 만나서 자세히 얘기하자
오케이 나중에 보자
응 조심히 들어가",0
"어 거기 바람 많이 불지
응 지금 밖에 나와 있어서 좀 그래
그거 말이야 음 걱정이야
나도 그래 그냥 조심해야 할 것 같아
어떻게 하면 좋을까
그냥 아예 다른 걸로 소통하는 건 어때
무슨 방법 생각해봤어
음 사실 메신저보다 직접 만나는 게 좋겠어
그럼 장소가 중요하겠네
응 맞아 사람 없는 데서 만나야 돼
알았어 그럼 그렇게 하자
그래 조심히 다니고 연락해",0
"어 안녕 지금 괜찮아
응 괜찮아 뭐 있어
그 신입 교육 어떻게 보면 좋을지 좀 이야기해보려고
아 오케이 나도 지금 병원 대기실이라 조용히 말할게
좋아 지금 애들 이해도 잘 따라오고 있어
응 전반적으로는 잘하는 거 같긴 한데 몇 가지 부분에서 좀 더 보충해야 할 것 같아서
아 그래 그럼 어떤 부분 보충하면 좋을까
음 특히 실무적인 부분에서 아직 혼란스러워하는 것 같더라고 그래서 그 쪽을 좀 더 신경 써야 하지 않을까 싶어
오 그러면 다음번 교육 때 심도 있게 다뤄보면 좋겠다
응 그게 좋을 것 같아 그리고 처음에는 천천히 접근해보는 게 좋겠다 싶어
맞아 맞아 그럼 준비는 어떻게 할까
내가 자료 좀 더 준비해보고 같이 검토해보자
오케이 그럼 그렇게 하자
좋아 그럼 조금 있다가 만나서 이야기해
응 알겠어 이따 봐",0
"어 지금 걷는 중이야
아 나도 걸으면서 전화하고 있어
오늘 교육 어땠어
음 괜찮았어 근데 좀 어려운 부분도 있었어
어디가 가장 이해 안 됐어
막 그 프로세스 설명할 때 좀 헷갈렸어
그러게 나도 처음엔 그랬어
그래도 이번 주말까지 정리하면 될 거 같아
응 맞아 그럼 주말에 같이 복습할까
좋아 그럼 연락해 줘
오케이 그럼 나중에 봐",0
"어 지금 걷는 중이야
나도 버스 타고 가는 중이야
이번에 게임 이벤트 참가하려고 하는데 말이야
맞아 그거 나도 들었어 이번 주말이지
응 맞아 참가 방법이 좀 복잡하던데
음 그러게 어떻게 해야 하지
일단 공식 홈페이지 들어가서 가입해야 돼
응 그 다음엔 팀 만들기 옵션 찾아봐야 하고
우리 팀 전략도 짜야겠어
어떤 캐릭터 쓸까
나는 힐러 하는 게 좋을 것 같아
오케이 그럼 나는 탱커로 할게 하하
그럼 만나서 더 얘기하자
그래 그럼 나중에 봐
연락할게",0
